"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 01_pos_032823_066,[Mass] 02_pos_032823_071,[Mass] 03_pos_032823_084,[Mass] 04_pos_032823_085,[Mass] 05_pos_032823_074,[Mass] 06_pos_032823_082,[Mass] 07_pos_032823_080,[Mass] 08_pos_032823_088,[Mass] 09_pos_032823_093,[Mass] 10_pos_032823_090,[Mass] 11_pos_032823_064,[Mass] 12_pos_032823_075,[Mass] 13_pos_032823_072,[Mass] 14_pos_032823_092,[Mass] 15_pos_032823_091,[Mass] 16_pos_032823_077,[Mass] 17_pos_032823_063,[Mass] 18_pos_032823_065,[Mass] 19_pos_032823_089,[Mass] 20_pos_032823_081,[Mass] 21_pos_032823_067,[Mass] 22_pos_032823_068,[Mass] ISB_pos_032823_076,[Mass] PB_pos_032823_073,[RT] 01_pos_032823_066,[RT] 02_pos_032823_071,[RT] 03_pos_032823_084,[RT] 04_pos_032823_085,[RT] 05_pos_032823_074,[RT] 06_pos_032823_082,[RT] 07_pos_032823_080,[RT] 08_pos_032823_088,[RT] 09_pos_032823_093,[RT] 10_pos_032823_090,[RT] 11_pos_032823_064,[RT] 12_pos_032823_075,[RT] 13_pos_032823_072,[RT] 14_pos_032823_092,[RT] 15_pos_032823_091,[RT] 16_pos_032823_077,[RT] 17_pos_032823_063,[RT] 18_pos_032823_065,[RT] 19_pos_032823_089,[RT] 20_pos_032823_081,[RT] 21_pos_032823_067,[RT] 22_pos_032823_068,[RT] ISB_pos_032823_076,[RT] PB_pos_032823_073,[Height] 01_pos_032823_066,[Height] 02_pos_032823_071,[Height] 03_pos_032823_084,[Height] 04_pos_032823_085,[Height] 05_pos_032823_074,[Height] 06_pos_032823_082,[Height] 07_pos_032823_080,[Height] 08_pos_032823_088,[Height] 09_pos_032823_093,[Height] 10_pos_032823_090,[Height] 11_pos_032823_064,[Height] 12_pos_032823_075,[Height] 13_pos_032823_072,[Height] 14_pos_032823_092,[Height] 15_pos_032823_091,[Height] 16_pos_032823_077,[Height] 17_pos_032823_063,[Height] 18_pos_032823_065,[Height] 19_pos_032823_089,[Height] 20_pos_032823_081,[Height] 21_pos_032823_067,[Height] 22_pos_032823_068,[Height] ISB_pos_032823_076,[Height] PB_pos_032823_073,[Score (MFE)] 01_pos_032823_066,[Score (MFE)] 02_pos_032823_071,[Score (MFE)] 03_pos_032823_084,[Score (MFE)] 04_pos_032823_085,[Score (MFE)] 05_pos_032823_074,[Score (MFE)] 06_pos_032823_082,[Score (MFE)] 07_pos_032823_080,[Score (MFE)] 08_pos_032823_088,[Score (MFE)] 09_pos_032823_093,[Score (MFE)] 10_pos_032823_090,[Score (MFE)] 11_pos_032823_064,[Score (MFE)] 12_pos_032823_075,[Score (MFE)] 13_pos_032823_072,[Score (MFE)] 14_pos_032823_092,[Score (MFE)] 15_pos_032823_091,[Score (MFE)] 16_pos_032823_077,[Score (MFE)] 17_pos_032823_063,[Score (MFE)] 18_pos_032823_065,[Score (MFE)] 19_pos_032823_089,[Score (MFE)] 20_pos_032823_081,[Score (MFE)] 21_pos_032823_067,[Score (MFE)] 22_pos_032823_068,[Score (MFE)] ISB_pos_032823_076,[Score (MFE)] PB_pos_032823_073,[Score (Tgt)] 01_pos_032823_066,[Score (Tgt)] 02_pos_032823_071,[Score (Tgt)] 03_pos_032823_084,[Score (Tgt)] 04_pos_032823_085,[Score (Tgt)] 05_pos_032823_074,[Score (Tgt)] 06_pos_032823_082,[Score (Tgt)] 07_pos_032823_080,[Score (Tgt)] 08_pos_032823_088,[Score (Tgt)] 09_pos_032823_093,[Score (Tgt)] 10_pos_032823_090,[Score (Tgt)] 11_pos_032823_064,[Score (Tgt)] 12_pos_032823_075,[Score (Tgt)] 13_pos_032823_072,[Score (Tgt)] 14_pos_032823_092,[Score (Tgt)] 15_pos_032823_091,[Score (Tgt)] 16_pos_032823_077,[Score (Tgt)] 17_pos_032823_063,[Score (Tgt)] 18_pos_032823_065,[Score (Tgt)] 19_pos_032823_089,[Score (Tgt)] 20_pos_032823_081,[Score (Tgt)] 21_pos_032823_067,[Score (Tgt)] 22_pos_032823_068,[Score (Tgt)] ISB_pos_032823_076,[Score (Tgt)] PB_pos_032823_073,[Ions] 01_pos_032823_066,[Ions] 02_pos_032823_071,[Ions] 03_pos_032823_084,[Ions] 04_pos_032823_085,[Ions] 05_pos_032823_074,[Ions] 06_pos_032823_082,[Ions] 07_pos_032823_080,[Ions] 08_pos_032823_088,[Ions] 09_pos_032823_093,[Ions] 10_pos_032823_090,[Ions] 11_pos_032823_064,[Ions] 12_pos_032823_075,[Ions] 13_pos_032823_072,[Ions] 14_pos_032823_092,[Ions] 15_pos_032823_091,[Ions] 16_pos_032823_077,[Ions] 17_pos_032823_063,[Ions] 18_pos_032823_065,[Ions] 19_pos_032823_089,[Ions] 20_pos_032823_081,[Ions] 21_pos_032823_067,[Ions] 22_pos_032823_068,[Ions] ISB_pos_032823_076,[Ions] PB_pos_032823_073,
TG 18:1_18:1_20:1,C59 H108 O6,912.8139,0.66,0,14.37,0.027,44605,24,0,94.5,7.9,5,15,912.8140,912.8139,912.8133,912.8147,912.8141,912.8145,912.8140,912.8132,912.8134,912.8143,912.8136,912.8138,912.8137,912.8137,912.8132,912.8134,912.8148,912.8146,912.8137,912.8147,912.8136,912.8140,912.8128,912.8153,14.373,14.373,14.361,14.372,14.369,14.379,14.376,14.375,14.374,14.372,14.366,14.377,14.374,14.379,14.366,14.368,14.370,14.378,14.378,14.378,14.372,14.375,14.352,14.363,44688,68879,53918,51164,43079,57409,56585,49778,41076,29627,55380,39197,64838,38570,38415,33806,55080,72841,61737,37602,41683,30095,2074,3016,,,,,,,,,,,,,,,,,,,,,,,,,90.80,90.90,94.50,91.45,88.29,81.87,87.80,87.73,93.42,91.49,87.20,89.04,88.04,85.49,85.89,85.47,80.31,88.77,90.78,81.88,86.88,88.61,70.19,64.78,12,12,12,13,10,11,12,11,12,13,11,14,15,14,14,13,11,15,12,12,15,14,6,5,
LPC 20:5/0:0,C28 H48 N O7 P,541.3168,2.08,0,1.23,0.085,14325,24,0,98.6,18.9,1,7,541.3167,541.3172,541.3166,541.3168,541.3169,541.3166,541.3164,541.3169,541.3166,541.3165,541.3164,541.3167,541.3168,541.3168,541.3169,541.3165,541.3167,541.3170,541.3164,541.3168,541.3170,541.3167,541.3211,541.3137,1.232,1.224,1.219,1.228,1.232,1.231,1.227,1.224,1.228,1.221,1.225,1.229,1.234,1.230,1.225,1.229,1.229,1.238,1.231,1.230,1.235,1.226,1.160,1.152,36706,11044,10815,25960,11633,7434,10511,8999,13122,5731,20113,32916,16645,19071,16087,13178,19682,7701,17185,19803,9592,8617,399,855,,,,,,,,,,,,,,,,,,,,,,,,,97.42,91.27,90.79,97.77,96.01,91.71,94.51,90.40,93.76,90.39,96.64,97.76,98.22,97.68,94.82,96.16,97.84,98.60,94.99,96.13,92.66,94.80,33.61,37.49,6,6,5,7,4,6,6,6,4,5,7,7,6,4,7,6,7,4,7,7,5,5,1,1,
TG 18:1_22:6_22:6,C65 H100 O6,976.7515,0.50,0,12.29,0.185,45258,24,0,98.3,14.5,2,17,976.7515,976.7511,976.7513,976.7517,976.7511,976.7522,976.7510,976.7511,976.7515,976.7513,976.7517,976.7517,976.7518,976.7518,976.7518,976.7517,976.7512,976.7509,976.7516,976.7515,976.7510,976.7512,976.7508,976.7531,12.278,12.283,12.340,12.309,12.279,12.314,12.308,12.336,12.275,12.281,12.282,12.274,12.294,12.326,12.288,12.258,12.314,12.309,12.306,12.287,12.297,12.311,12.155,12.238,94689,56978,52668,68350,42883,40519,46310,36052,46528,27288,68087,75006,77747,47749,56728,46601,37144,33499,42211,33773,30123,23771,848,663,,,,,,,,,,,,,,,,,,,,,,,,,79.03,77.98,91.56,72.06,76.16,87.14,72.10,96.03,79.25,91.23,98.34,78.60,72.91,96.65,77.10,94.08,71.96,73.52,70.35,74.29,76.87,70.94,65.11,49.88,16,14,12,15,14,12,14,15,15,12,17,16,16,12,16,15,15,15,13,15,14,14,2,2,
PC 30:0,C38 H76 N O8 P,705.5306,0.50,0,7.09,0.067,12384,22,2,94.9,9.0,4,8,705.5302,705.5301,705.5307,705.5305,705.5304,705.5307,705.5306,705.5307,705.5314,705.5311,705.5306,705.5304,705.5314,705.5306,705.5302,705.5306,705.5306,705.5307,705.5303,705.5301,705.5307,705.5306,,,7.068,7.085,7.077,7.088,7.076,7.095,7.099,7.071,7.103,7.107,7.080,7.072,7.081,7.085,7.111,7.118,7.092,7.095,7.121,7.067,7.067,7.134,,,12143,10637,11590,17319,14954,14362,16916,11098,7793,10267,11684,13122,11217,10412,6647,12014,16402,14596,10639,14879,13506,10264,,,,,,,,,,,,,,,,,,,,,,,,,,,88.63,74.95,80.16,83.74,86.03,82.18,78.21,83.12,74.10,74.18,86.33,82.65,81.22,85.01,67.41,77.56,79.51,80.05,62.52,87.89,87.95,94.86,,,7,6,6,8,7,7,7,8,6,6,7,7,7,5,4,7,7,5,6,7,6,7,,,
CE 18:1,C45 H78 O2,650.5995,1.97,0,14.12,0.216,19161,24,0,98.1,15.8,2,13,650.5999,650.5999,650.6003,650.5999,650.6000,650.5996,650.6002,650.5994,650.5998,650.6002,650.5998,650.5999,650.5998,650.5994,650.6000,650.5997,650.6003,650.5998,650.6002,650.5994,650.5996,650.6000,650.5946,650.5965,14.117,14.117,14.077,14.121,14.113,14.067,14.081,14.120,14.118,14.110,14.138,14.115,14.124,14.117,14.116,14.106,14.065,14.117,14.083,14.128,14.128,14.107,14.081,13.922,30662,16970,18825,27431,19667,21583,23116,20345,25098,19724,30351,29549,20892,20486,20212,19008,8336,16130,18651,19518,18133,14348,404,439,,,,,,,,,,,,,,,,,,,,,,,,,74.23,73.41,78.66,72.43,75.06,98.10,78.61,69.33,71.63,74.00,97.87,72.51,70.78,70.65,72.78,75.07,82.26,71.86,79.13,70.78,72.82,73.64,40.16,49.69,12,11,10,11,11,11,12,12,12,10,12,13,12,12,11,10,9,10,10,11,12,10,4,2,
TG 14:0_16:0_18:1,C51 H96 O6,804.7204,0.42,0,13.67,0.095,27123,23,1,99.4,13.6,8,12,804.7204,804.7206,804.7203,804.7205,804.7203,804.7205,804.7207,804.7204,804.7198,804.7202,804.7204,804.7208,804.7201,804.7199,804.7208,804.7206,804.7200,804.7204,804.7203,804.7204,804.7203,804.7211,,804.7213,13.662,13.689,13.650,13.649,13.674,13.655,13.725,13.725,13.724,13.715,13.677,13.664,13.724,13.661,13.744,13.678,13.709,13.649,13.711,13.649,13.649,13.672,,13.672,20831,26806,36482,22632,25041,47992,34363,29782,26124,33960,27239,20004,30661,25056,21501,14483,30180,33075,30456,29257,30125,26558,,1224,,,,,,,,,,,,,,,,,,,,,,,,,91.69,72.18,78.16,95.90,93.76,77.01,99.39,91.94,96.07,98.06,74.21,87.39,92.17,93.28,92.12,70.93,97.13,75.46,95.93,94.22,98.51,91.28,,53.31,10,10,11,10,11,11,11,10,10,11,11,11,9,11,11,11,12,12,11,11,11,10,,8,
SM d41:1,C46 H93 N2 O6 P,800.6761,3.04,0,10.28,0.121,19478,23,1,94.0,18.0,1,10,800.6760,800.6770,800.6765,800.6770,800.6767,800.6775,800.6770,800.6766,800.6765,800.6764,800.6767,800.6770,800.6765,800.6762,800.6765,800.6767,800.6770,800.6765,800.6759,800.6767,800.6770,800.6759,800.6651,,10.269,10.298,10.295,10.340,10.267,10.295,10.284,10.285,10.281,10.286,10.269,10.301,10.262,10.297,10.314,10.295,10.306,10.274,10.264,10.275,10.259,10.345,10.224,,18742,19011,19972,22740,19744,17477,24497,20819,27772,20712,17594,15291,19975,19466,17589,20429,28923,22157,21380,13024,20586,19456,657,,,,,,,,,,,,,,,,,,,,,,,,,,72.26,71.87,65.48,92.76,80.30,72.19,74.40,73.47,76.83,88.04,79.52,65.48,77.52,73.69,89.82,93.98,72.83,90.90,71.16,74.53,80.41,86.46,26.28,,7,10,7,9,8,8,9,8,8,7,7,6,8,7,7,8,9,6,5,8,7,7,1,,
LPC 15:0/0:0,C23 H48 N O7 P,481.3171,1.87,0,1.70,0.037,8892,24,0,99.3,10.6,3,7,481.3166,481.3168,481.3169,481.3170,481.3168,481.3162,481.3168,481.3171,481.3167,481.3168,481.3167,481.3164,481.3170,481.3169,481.3171,481.3166,481.3166,481.3170,481.3169,481.3165,481.3170,481.3171,481.3197,481.3200,1.694,1.697,1.698,1.696,1.705,1.688,1.695,1.698,1.696,1.689,1.704,1.692,1.705,1.693,1.705,1.703,1.697,1.701,1.693,1.708,1.706,1.709,1.684,1.672,15845,8192,8458,11921,8353,6547,8949,8703,10456,5454,11354,12205,9955,8791,9455,8827,14594,5836,13225,8576,9393,6856,1059,413,,,,,,,,,,,,,,,,,,,,,,,,,96.82,97.81,95.22,85.83,98.77,95.41,93.91,89.39,94.44,92.38,97.78,97.08,98.11,95.89,95.20,95.08,95.60,91.72,97.19,94.33,87.01,99.28,56.24,70.04,7,6,6,6,6,5,7,6,6,5,7,7,6,7,7,6,7,6,5,6,4,6,3,5,
PC 18:2_18:3,C44 H78 N O8 P,779.5460,0.36,0,5.97,0.062,15041,22,2,95.0,4.4,4,6,779.5461,779.5462,779.5465,779.5458,779.5463,779.5458,779.5463,779.5462,779.5464,779.5460,779.5461,779.5459,779.5458,779.5459,779.5461,779.5457,779.5461,779.5461,779.5461,779.5453,779.5457,779.5457,,,5.976,5.981,5.945,5.956,5.960,5.969,6.007,5.956,5.969,5.987,5.948,5.978,5.993,5.969,5.996,5.960,5.966,5.986,5.966,5.958,5.951,5.952,,,14540,14298,17982,12028,13130,15273,19830,15523,20907,19314,19352,6194,15283,16615,8430,12243,25513,11136,21169,6270,14599,11290,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,87.86,91.61,93.76,93.26,91.73,83.71,93.15,92.24,88.99,95.02,86.20,86.18,90.96,82.92,82.08,90.77,83.59,90.09,91.62,91.51,94.95,,,6,6,5,5,6,6,6,6,6,6,5,5,6,5,4,5,5,6,5,4,5,5,,,
TG 56:9,C59 H96 O6,900.7202,0.42,0,12.18,0.125,39767,23,1,99.0,10.5,4,15,900.7204,900.7206,900.7203,900.7205,900.7207,900.7201,900.7203,900.7209,900.7200,900.7202,900.7204,900.7204,900.7202,900.7203,900.7205,900.7203,900.7203,900.7201,900.7201,900.7204,900.7201,900.7195,900.7190,,12.183,12.188,12.157,12.170,12.206,12.180,12.191,12.186,12.175,12.164,12.199,12.202,12.177,12.165,12.166,12.103,12.180,12.209,12.200,12.165,12.163,12.177,12.083,,42938,53561,42666,45986,48394,39131,37958,43864,35708,26429,53037,38314,70578,40970,37539,35329,57295,37138,47067,29325,28259,22271,900,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,76.67,78.22,73.90,93.17,77.09,71.83,97.54,77.22,74.07,71.55,73.29,99.00,81.23,79.41,93.39,76.72,68.48,73.66,77.70,78.44,76.43,83.60,,13,13,12,13,12,14,13,14,12,12,14,11,15,14,13,13,12,12,14,12,13,13,4,,
TG 51:3,C54 H98 O6,842.7359,0.75,0,13.47,0.127,21891,24,0,98.4,16.7,2,13,842.7367,842.7358,842.7358,842.7363,842.7357,842.7356,842.7358,842.7357,842.7363,842.7358,842.7360,842.7373,842.7359,842.7359,842.7361,842.7354,842.7366,842.7357,842.7359,842.7366,842.7357,842.7366,842.7344,842.7345,13.428,13.483,13.445,13.448,13.468,13.477,13.480,13.486,13.491,13.471,13.466,13.498,13.474,13.461,13.461,13.483,13.481,13.471,13.517,13.460,13.505,13.460,13.455,13.390,20683,32967,34572,19960,23700,25627,22489,22431,21007,17059,30482,18137,35829,23596,18171,20309,26373,26019,33786,14347,20614,14446,1656,1138,,,,,,,,,,,,,,,,,,,,,,,,,79.75,70.27,95.54,78.72,73.64,71.31,69.64,69.43,98.44,72.43,73.90,95.98,72.50,75.72,74.88,69.46,71.64,74.00,96.64,64.33,89.99,70.76,44.18,58.42,9,13,12,11,11,11,11,11,11,12,12,10,12,12,11,11,11,11,12,10,10,9,4,2,
ACar 16:2,C23 H41 N O4,395.3035,1.04,0,1.17,0.160,6877,24,0,98.6,16.4,1,4,395.3035,395.3030,395.3036,395.3032,395.3036,395.3035,395.3036,395.3034,395.3037,395.3037,395.3036,395.3039,395.3041,395.3045,395.3026,395.3032,395.3035,395.3031,395.3035,395.3035,395.3036,395.3036,395.3026,395.3034,1.170,1.175,1.175,1.172,1.171,1.169,1.165,1.169,1.172,1.165,1.169,1.179,1.162,1.175,1.175,1.156,1.174,1.171,1.169,1.168,1.168,1.165,1.316,1.230,7321,2493,2477,5110,2186,5784,11722,9932,20420,5683,2791,2356,2292,2224,2272,2933,15655,6070,21774,15143,8951,8629,442,407,,,,,,,,,,,,,,,,,,,,,,,,,97.93,91.81,81.14,95.51,93.58,96.63,96.44,98.35,98.65,96.49,95.15,82.13,85.84,94.59,89.96,88.65,96.94,97.16,98.22,96.29,96.32,92.68,40.61,48.95,4,3,2,3,4,3,3,3,3,4,3,4,3,4,3,3,3,4,4,3,3,4,1,3,
PC 14:0_18:2,C40 H76 N O8 P,729.5302,1.19,0,6.37,0.105,12769,23,1,92.3,7.4,5,11,729.5299,729.5291,729.5309,729.5298,729.5299,729.5310,729.5305,729.5305,729.5302,729.5300,729.5294,729.5297,729.5292,729.5302,729.5297,729.5304,729.5306,729.5301,729.5302,729.5291,729.5300,729.5303,729.5333,,6.377,6.354,6.358,6.346,6.373,6.426,6.419,6.357,6.399,6.360,6.355,6.369,6.404,6.354,6.381,6.400,6.373,6.398,6.362,6.376,6.373,6.384,6.321,,19022,11813,9896,16951,8534,11009,23052,14291,18796,11648,11352,9368,10611,9750,9058,7548,22309,9787,19633,14329,12234,11967,742,,,,,,,,,,,,,,,,,,,,,,,,,,86.98,87.26,84.50,92.33,84.59,70.75,88.58,84.13,77.76,89.42,87.58,84.47,80.51,89.20,81.87,79.61,87.56,80.89,91.79,86.15,77.81,85.67,67.34,,10,7,7,8,8,9,9,7,9,8,6,8,9,8,8,8,9,7,9,11,9,7,5,,
SM d34:2,C39 H77 N2 O6 P,700.5514,2.00,0,6.22,0.120,14358,23,1,98.0,9.5,5,8,700.5513,700.5519,700.5517,700.5518,700.5511,700.5528,700.5518,700.5516,700.5516,700.5518,700.5513,700.5520,700.5514,700.5515,700.5513,700.5514,700.5517,700.5524,700.5514,700.5515,700.5518,700.5514,700.5452,,6.204,6.232,6.229,6.218,6.228,6.198,6.202,6.224,6.215,6.193,6.210,6.257,6.204,6.226,6.241,6.244,6.217,6.220,6.201,6.225,6.201,6.201,6.137,,19725,14917,13616,14953,15024,15006,16283,13181,14936,14465,13801,11561,15215,14479,14876,19548,21363,10154,15589,12549,14624,13613,769,,,,,,,,,,,,,,,,,,,,,,,,,,94.35,89.55,87.56,90.95,83.64,85.93,93.73,88.01,90.54,95.07,89.12,75.56,93.59,84.73,96.92,97.96,90.28,83.54,87.53,86.52,89.79,96.92,57.98,,8,8,8,8,8,7,8,8,7,7,8,6,7,7,8,6,8,6,8,8,5,7,5,,
TG 18:2_20:5_20:5,C61 H94 O6,922.7043,0.83,0,11.33,0.200,36165,24,0,97.7,13.4,4,16,922.7046,922.7047,922.7045,922.7046,922.7045,922.7046,922.7043,922.7047,922.7045,922.7047,922.7045,922.7044,922.7046,922.7047,922.7047,922.7045,922.7046,922.7041,922.7044,922.7039,922.7045,922.7044,922.7039,922.7009,11.338,11.349,11.323,11.352,11.362,11.369,11.341,11.308,11.353,11.320,11.337,11.302,11.359,11.298,11.321,11.335,11.346,11.314,11.310,11.331,11.306,11.336,11.182,11.168,48843,40901,40122,41305,54903,32039,46870,33524,46086,25767,45314,35725,50053,53655,50873,40294,47899,28212,32348,19155,30026,22203,945,913,,,,,,,,,,,,,,,,,,,,,,,,,70.59,92.71,73.89,95.90,92.36,93.00,96.38,73.17,97.40,73.72,72.02,79.00,92.13,80.19,97.67,72.91,97.44,71.27,72.06,94.34,77.45,71.84,81.52,66.39,15,15,14,15,14,12,15,13,14,13,14,14,14,15,13,14,16,14,13,14,13,15,4,4,
PE 38:5,C43 H76 N O8 P,765.5350,4.26,0,7.31,0.082,434139,23,1,90.6,7.2,6,13,765.5370,765.5300,765.5374,765.5369,765.5372,765.5369,765.5368,765.5369,765.5367,765.5366,765.5370,765.5371,765.5368,765.5300,765.5362,765.5313,765.5373,765.5286,765.5363,765.5364,765.5296,765.5365,765.5285,,7.313,7.313,7.306,7.311,7.305,7.318,7.311,7.311,7.316,7.308,7.297,7.306,7.309,7.308,7.307,7.307,7.304,7.312,7.316,7.313,7.306,7.300,7.235,,782988,400282,378965,766939,343216,378817,542760,455754,577733,226307,480115,423689,496648,397250,220325,303389,785147,255160,691422,405885,400531,271134,744,,,,,,,,,,,,,,,,,,,,,,,,,,83.20,84.75,80.68,89.43,80.58,80.90,88.74,82.32,79.05,86.50,89.86,90.59,84.42,74.11,88.50,83.10,84.85,82.93,82.22,87.16,79.64,79.36,62.76,,12,10,10,13,10,10,11,10,11,13,13,11,11,8,12,9,12,10,12,12,9,10,6,,
ACar 12:0,C19 H37 N O4,343.2721,1.42,0,0.90,0.114,6680,24,0,98.9,16.3,3,6,343.2720,343.2726,343.2726,343.2722,343.2719,343.2724,343.2722,343.2720,343.2723,343.2718,343.2721,343.2722,343.2723,343.2721,343.2725,343.2720,343.2723,343.2724,343.2723,343.2724,343.2722,343.2722,343.2719,343.2701,0.903,0.903,0.902,0.900,0.904,0.902,0.898,0.901,0.900,0.897,0.901,0.900,0.912,0.896,0.902,0.900,0.901,0.892,0.902,0.896,0.908,0.904,0.798,0.835,7283,3422,2265,7176,3167,6615,12388,10468,16892,7286,3820,3339,2853,2135,2904,3283,13146,5723,13686,14425,9477,7790,306,481,,,,,,,,,,,,,,,,,,,,,,,,,97.02,80.93,98.30,97.77,87.92,98.95,97.20,91.65,95.48,92.62,96.80,87.25,86.98,86.57,93.87,85.33,97.34,95.24,98.38,96.92,94.31,97.21,40.31,49.67,4,4,4,4,3,4,5,4,5,4,4,4,5,4,3,3,6,5,5,5,4,4,3,3,
LPC 17:0/0:0,C25 H52 N O7 P,509.3482,1.99,0,2.78,0.109,9690,23,1,98.5,14.2,2,7,509.3483,509.3481,509.3482,509.3480,509.3477,509.3480,509.3481,509.3480,509.3479,509.3488,509.3481,509.3482,509.3479,509.3484,509.3478,509.3476,509.3480,509.3480,509.3478,509.3475,509.3478,509.3480,509.3527,,2.792,2.787,2.780,2.788,2.774,2.776,2.787,2.775,2.774,2.783,2.781,2.776,2.776,2.776,2.770,2.779,2.777,2.789,2.781,2.784,2.775,2.774,2.684,,15255,10789,10166,10685,9613,6527,9078,9092,9614,5149,16509,10134,14451,7893,11921,9350,13570,7445,10729,8614,9359,6474,461,,,,,,,,,,,,,,,,,,,,,,,,,,98.53,94.89,95.69,96.57,90.22,93.73,94.73,96.08,95.78,96.65,95.97,90.22,89.45,93.78,89.67,93.43,93.78,97.50,95.63,94.19,94.27,93.97,32.93,,7,5,6,5,4,5,6,5,5,4,7,6,5,7,4,5,5,6,5,5,5,6,2,,
TG 16:1_16:1_18:2,C53 H94 O6,826.7045,0.54,0,12.67,0.052,27621,22,2,95.2,10.2,10,14,826.7041,826.7048,826.7050,826.7041,826.7043,826.7046,826.7052,826.7043,826.7042,826.7047,826.7047,826.7037,826.7051,826.7044,826.7048,826.7037,826.7044,826.7047,826.7047,826.7039,826.7052,826.7046,,,12.661,12.689,12.656,12.648,12.684,12.653,12.680,12.692,12.680,12.681,12.660,12.669,12.673,12.660,12.666,12.659,12.675,12.659,12.689,12.671,12.681,12.640,,,18153,40311,29537,22815,26240,40543,29580,29729,23184,23715,28552,14789,34342,27033,17872,17861,48400,36041,43915,18625,20489,15951,,,,,,,,,,,,,,,,,,,,,,,,,,,71.69,94.51,79.02,95.22,72.89,79.93,66.38,70.68,74.03,65.75,77.44,69.12,72.56,76.10,90.44,77.89,74.71,75.54,72.01,74.91,74.71,77.36,,,11,12,12,10,11,11,10,12,11,10,12,11,11,12,10,10,13,12,14,12,11,11,,,
LPC 20:1/0:0,C28 H56 N O7 P,549.3794,2.01,0,3.52,0.111,9578,24,0,98.6,10.9,4,8,549.3793,549.3793,549.3790,549.3795,549.3805,549.3789,549.3790,549.3798,549.3790,549.3790,549.3795,549.3793,549.3795,549.3791,549.3796,549.3796,549.3792,549.3794,549.3796,549.3797,549.3774,549.3791,549.3780,549.3838,3.512,3.511,3.528,3.530,3.533,3.525,3.518,3.523,3.506,3.509,3.506,3.514,3.524,3.513,3.518,3.537,3.524,3.526,3.506,3.525,3.517,3.511,3.500,3.611,18329,9766,9710,16756,7294,6796,6488,6808,6261,4442,16570,17422,14591,13273,11332,8175,15027,6248,11173,9835,7308,4171,918,1199,,,,,,,,,,,,,,,,,,,,,,,,,98.26,89.04,95.37,97.98,93.33,96.66,98.64,97.74,90.47,93.64,98.40,93.36,97.74,97.48,95.10,97.89,91.56,95.08,94.18,96.38,71.60,83.14,76.45,57.61,6,5,5,5,6,6,6,5,6,4,5,5,5,6,8,5,4,5,4,5,7,5,4,4,
LPC 18:3/0:0,C26 H48 N O7 P,517.3168,0.63,0,1.33,0.019,10780,22,2,97.9,5.1,4,7,517.3167,517.3164,517.3158,517.3167,517.3163,517.3169,517.3168,517.3166,517.3171,517.3174,517.3166,517.3167,517.3169,517.3172,517.3169,517.3165,517.3168,517.3170,517.3168,517.3170,517.3170,517.3167,,,1.332,1.330,1.331,1.334,1.327,1.337,1.327,1.330,1.334,1.321,1.331,1.329,1.334,1.331,1.326,1.329,1.335,1.321,1.331,1.330,1.340,1.331,,,23458,6930,6738,15625,7526,6229,9385,7422,9943,4714,8763,19538,9801,8987,9006,8822,20537,5376,15716,15829,8034,8792,,,,,,,,,,,,,,,,,,,,,,,,,,,96.43,92.08,92.91,95.45,93.81,83.10,92.02,97.01,82.84,83.89,97.54,96.93,90.68,94.16,90.25,93.14,97.89,90.47,96.83,86.91,95.59,96.01,,,7,4,5,5,5,4,5,5,4,4,4,4,5,4,6,5,6,4,6,5,4,4,,,
PC 42:7,C50 H86 N O8 P,859.6088,1.35,0,7.71,0.234,10247,23,1,87.3,13.9,1,8,859.6070,859.6084,859.6097,859.6088,859.6093,859.6089,859.6087,859.6076,859.6100,859.6095,859.6075,859.6087,859.6085,859.6090,859.6084,859.6090,859.6093,859.6107,859.6092,859.6088,859.6100,859.6094,859.6051,,7.731,7.698,7.735,7.678,7.773,7.702,7.679,7.723,7.667,7.698,7.709,7.718,7.726,7.726,7.719,7.730,7.717,7.708,7.667,7.686,7.539,7.666,7.553,,14345,10419,12647,13927,14339,10439,11642,9952,13192,9225,13088,9823,8849,10786,9457,7616,13449,9936,12950,10344,1214,7168,875,,,,,,,,,,,,,,,,,,,,,,,,,,56.17,68.51,87.29,76.33,52.91,74.13,75.30,63.21,86.15,77.40,61.05,68.26,67.55,68.26,62.58,58.26,73.33,75.05,77.28,79.91,64.85,76.32,52.47,,7,7,5,6,4,8,7,7,7,5,7,6,6,7,6,6,8,5,6,6,7,6,1,,
