RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
12.954,994.7874,994.7858,18053,Triacylglycerol,TG 18:1_22:6_22:6
8.707,731.6065,731.6062,17989,Sphingomyelin,SM d36:1
12.781,962.8175,NA,17796,NA,NA
9.336,615.4964,NA,17742,NA,NA
12.019,269.2264,NA,17710,NA,NA
4.908,368.4253,NA,17532,NA,NA
14.387,848.8419,NA,17372,NA,NA
14.505,895.77,895.7725,17362,Triacylglycerol,TG 53:2
12.595,892.7396,892.7389,17350,Triacylglycerol,TG 16:1_18:2_20:5
8.056,748.5271,NA,17319,NA,NA
8.703,900.5706,NA,17296,NA,NA
7.702,805.0528,NA,17269,NA,NA
13.512,902.728,NA,17248,NA,NA
7.704,725.5576,NA,17211,NA,NA
7.663,812.5196,NA,17170,NA,NA
12.942,999.7408,999.7412,17049,Triacylglycerol,TG 18:1_22:5_22:7
14.553,956.8634,NA,17002,NA,NA
0.503,229.1545,NA,16971,NA,NA
8.539,613.4804,NA,16873,NA,NA
13.561,953.755,953.7569,16844,Triacylglycerol,TG 58:8
7.521,896.5395,NA,16829,NA,NA
8.024,810.5983,810.6007,16796,Phosphatidylcholine,PC 18:1_20:3
8.655,848.5565,NA,16607,NA,NA
13.699,825.6957,825.6943,16551,Triacylglycerol,TG 48:2
14.358,889.8027,NA,16524,NA,NA
7.659,706.5376,706.5381,16476,Phosphatidylcholine,PC 14:0_16:0
14.026,891.7427,NA,16271,NA,NA
8.091,703.47,NA,16239,NA,NA
13.063,889.6663,NA,16219,NA,NA
12.899,968.7713,968.7702,16204,Triacylglycerol,TG 16:0_22:6_22:6
8.922,638.657,NA,16048,NA,NA
7.387,744.5531,744.5538,16038,Phosphatidylcholine,PC 15:0_18:2
8.013,788.5181,NA,15999,NA,NA
13.885,910.7858,910.7858,15931,Triacylglycerol,TG 16:0_18:1_21:5
0.518,232.1546,232.1543,15911,Acylcarnitine,ACar 4:0
13.521,858.7542,NA,15870,NA,NA
8.675,783.0695,NA,15845,NA,NA
7.961,762.5048,NA,15814,NA,NA
7.184,764.523,764.5225,15787,Phosphatidylethanolamine,PE 38:6
10.441,835.666,NA,15606,NA,NA
9.903,587.5495,NA,15553,NA,NA
12.94,1015.7149,NA,15532,NA,NA
12.786,842.7237,NA,15513,NA,NA
7.164,784.5132,784.5123,15485,Phosphatidylserine,PS 16:0_20:4
11.261,648.6292,648.6289,15406,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_24:1
10.195,612.5558,612.5562,15326,Diacylglycerol,DG 16:0_18:1
0.952,437.1934,NA,15204,NA,NA
16.274,226.9517,NA,15197,NA,NA
0.496,230.0959,NA,15149,NA,NA
14.429,877.7597,NA,15113,NA,NA
8.4,724.5283,NA,15086,NA,NA
0.859,463.3641,NA,14957,NA,NA
12.441,963.6833,NA,14930,NA,NA
13.07,1449.9773,NA,14903,NA,NA
8.694,756.5526,NA,14901,NA,NA
7.933,820.5846,820.5851,14718,Phosphatidylcholine,PC 17:0_22:6
12.967,1038.8481,NA,14717,NA,NA
14.436,949.746,NA,14597,NA,NA
0.509,296.0664,NA,14534,NA,NA
14.426,954.8447,NA,14504,NA,NA
7.235,738.5077,738.5068,14496,Phosphatidylethanolamine,PE 36:5
10.199,1238.0478,NA,14475,NA,NA
13.43,908.7704,NA,14425,NA,NA
7.265,764.5222,764.5225,14348,Phosphatidylethanolamine,PE 18:1_20:5
13.179,797.6626,797.663,14290,Triacylglycerol,TG 46:2
0.506,158.1177,NA,14282,NA,NA
14.393,778.7641,NA,14227,NA,NA
7.354,778.5345,NA,14183,NA,NA
10.967,801.686,801.6844,14138,Sphingomyelin,SM d41:1
10.191,633.4861,NA,14073,NA,NA
12.191,987.6791,NA,14067,NA,NA
14.431,996.8948,NA,14054,NA,NA
13.821,1454.0096,NA,14041,NA,NA
12.404,992.7701,992.7702,14037,Triacylglycerol,TG 18:2_22:6_22:6
9.89,565.567,NA,13986,NA,NA
13.18,839.651,NA,13934,NA,NA
13.71,841.6679,NA,13910,NA,NA
2.83,522.3558,522.3554,13906,Lysophophatidylcholine,LPC 18:1/0:0
8.977,812.6152,NA,13849,NA,NA
13.217,1004.8629,NA,13789,NA,NA
1.775,544.3408,544.3398,13770,Lysophophatidylcholine,LPC 0:0/20:4
0.953,432.2382,NA,13731,NA,NA
7.207,768.554,768.5538,13714,Phosphatidylcholine,PC 35:4
8.579,836.5173,NA,13656,NA,NA
13.049,941.6967,NA,13645,NA,NA
11.823,882.7338,NA,13638,NA,NA
7.182,902.5754,NA,13615,NA,NA
8.358,924.5699,NA,13506,NA,NA
7.168,575.5039,NA,13505,NA,NA
14.66,990.9364,NA,13495,NA,NA
8.708,634.5414,634.5405,13449,Diacylglycerol,DG 18:2_18:2
11.36,644.5949,NA,13432,NA,NA
14.35,1022.9058,NA,13280,NA,NA
12.663,923.7091,923.7099,13225,Triacylglycerol,TG 56:9
12.415,947.7099,947.7099,13149,Triacylglycerol,TG 58:11
2.612,522.3558,522.3554,13141,Lysophophatidylcholine,LPC 18:1/0:0
13.77,932.8538,NA,13113,NA,NA
13.231,975.7402,975.7412,13067,Triacylglycerol,TG 60:11
13.982,980.8651,NA,13062,NA,NA
0.86,372.243,NA,13058,NA,NA
10.123,667.5274,NA,13057,NA,NA
8.891,705.4852,NA,13036,NA,NA
13.916,974.8176,NA,13034,NA,NA
13.424,1469.0202,1469.0217,13030,Cardiolipin,CL 72:7
14.645,1028.9584,NA,12947,NA,NA
14.308,1010.9058,NA,12721,NA,NA
14.237,866.8168,NA,12642,NA,NA
8.095,682.5419,682.5405,12634,Diacylglycerol,DG 18:2_22:6
6.993,876.5587,NA,12633,NA,NA
6.598,804.5562,804.5538,12612,Phosphatidylcholine,PC 22:3_16:4
14.2,827.7094,827.7099,12567,Triacylglycerol,TG 48:1
9.126,774.601,774.6007,12537,Phosphatidylcholine,PC 16:0_19:1
9.105,813.6209,NA,12516,NA,NA
7.179,832.5848,832.5851,12507,Phosphatidylcholine,PC 40:7
10.98,801.6826,801.6844,12448,Sphingomyelin,SM d41:1
14.23,875.7083,NA,12421,NA,NA
9.088,765.5774,NA,12418,NA,NA
13.875,969.7314,NA,12407,NA,NA
12.849,889.6668,NA,12347,NA,NA
12.799,847.6783,NA,12227,NA,NA
12.694,973.7265,973.7256,12200,Triacylglycerol,TG 60:12
8.886,658.5401,658.5405,12187,Diacylglycerol,DG 16:0_22:6
12.652,939.6822,NA,12180,NA,NA
8.215,772.5857,772.5851,12180,Phosphatidylcholine,PC 17:1_18:1
8.021,782.5633,NA,12087,NA,NA
1.786,301.1416,NA,12081,NA,NA
14.287,947.7298,NA,12075,NA,NA
12.711,816.7072,816.7076,12052,Triacylglycerol,TG 14:1_16:1_18:2
12.938,994.7847,NA,12037,NA,NA
2.002,520.3398,520.3398,12029,Lysophophatidylcholine,LPC 18:2/0:0
14.433,577.5183,NA,11921,NA,NA
14.331,957.7831,NA,11912,NA,NA
6.932,730.538,730.5381,11902,Phosphatidylcholine,PC 16:1_16:1
8.944,638.6547,NA,11884,NA,NA
14.031,881.7001,NA,11867,NA,NA
12.31,937.6697,NA,11802,NA,NA
11.251,835.5997,NA,11755,NA,NA
12.108,672.628,NA,11730,NA,NA
13.464,908.7692,NA,11705,NA,NA
11.167,1071.9076,NA,11668,NA,NA
4.038,471.4522,NA,11659,NA,NA
14.343,883.7146,NA,11640,NA,NA
12.422,942.7548,NA,11637,NA,NA
12.848,912.7998,NA,11597,NA,NA
7.897,769.5599,NA,11593,NA,NA
0.857,477.3798,NA,11552,NA,NA
7.124,494.566,NA,11544,NA,NA
0.532,290.1601,NA,11524,NA,NA
13.028,1467.005,1467.0061,11502,Cardiolipin,CL 72:8
7.779,790.5736,NA,11491,NA,NA
7.167,852.5603,NA,11480,NA,NA
8.543,629.4542,NA,11390,NA,NA
8.168,796.5765,NA,11382,NA,NA
6.508,626.2147,NA,11361,NA,NA
14.402,876.7575,NA,11353,NA,NA
13.574,884.7694,884.7702,11329,Triacylglycerol,TG 17:1_18:2_18:2
14.343,909.7296,NA,11300,NA,NA
12.895,1028.865,NA,11299,NA,NA
13.491,1451.9921,NA,11243,NA,NA
9.824,746.569,746.5694,11240,Phosphatidylethanolamine,PE 18:0_18:1
14.026,839.7108,839.7099,11204,Triacylglycerol,TG 49:2
9.004,776.5586,NA,11198,NA,NA
10.835,680.7037,NA,11184,NA,NA
7.635,865.6434,NA,11150,NA,NA
14.347,841.7247,841.7256,11140,Triacylglycerol,TG 49:1
14.344,919.772,NA,11130,NA,NA
2.788,529.3998,529.3994,11105,Lysophophatidylcholine,LPC 18:1/0:0(d7)
8.149,775.5951,NA,11097,NA,NA
7.387,782.5694,782.5694,11073,Phosphatidylcholine,PC 36:4
14.032,907.7153,NA,11052,NA,NA
7.735,754.5364,NA,11044,NA,NA
3.712,428.374,428.3734,11012,Acylcarnitine,ACar 18:0
0.544,531.31,NA,10980,NA,NA
7.449,770.5695,770.5694,10960,Phosphatidylcholine,PC 35:3
1.674,568.3393,568.3398,10857,Lysophophatidylcholine,LPC 0:0/22:6
7.889,831.5682,NA,10830,NA,NA
13.467,865.6669,NA,10792,NA,NA
8.894,869.6739,NA,10758,NA,NA
9.2,665.5114,NA,10746,NA,NA
8.108,766.5739,NA,10740,NA,NA
13.087,912.8001,NA,10668,NA,NA
5.932,522.4645,NA,10645,NA,NA
6.831,808.5118,808.5123,10609,Phosphatidylserine,PS 16:0_22:6
8.376,721.5065,NA,10525,NA,NA
8.126,738.5042,NA,10515,NA,NA
7.223,878.5725,NA,10505,NA,NA
12.207,971.7077,971.7099,10487,Triacylglycerol,TG 60:13
13.178,868.7392,NA,10484,NA,NA
7.76,741.5281,NA,10482,NA,NA
13.002,900.7147,NA,10480,NA,NA
0.953,453.1677,NA,10391,NA,NA
12.32,921.6938,NA,10388,NA,NA
14.643,958.8782,NA,10384,NA,NA
8.418,724.5249,NA,10362,NA,NA
9.057,766.536,NA,10334,NA,NA
14.886,501.4081,NA,10306,NA,NA
8.83,809.0843,NA,10293,NA,NA
13.429,972.8004,NA,10291,NA,NA
9.582,810.5972,NA,10283,NA,NA
13.05,1014.846,NA,10270,NA,NA
14.575,899.7462,NA,10269,NA,NA
0.953,502.3164,NA,10245,NA,NA
8.012,888.5703,NA,10226,NA,NA
7.754,898.5532,NA,10219,NA,NA
9.572,810.6009,NA,10216,NA,NA
12.744,913.666,NA,10206,NA,NA
14.831,515.4239,NA,10199,NA,NA
13.167,991.7146,NA,10197,NA,NA
14.682,906.8479,906.8484,10164,Triacylglycerol,TG 16:0_18:1_20:0
12.704,821.6624,NA,10147,NA,NA
14.506,869.7561,869.7569,10137,Triacylglycerol,TG 51:1
14.22,870.7023,NA,10066,NA,NA
0.706,164.0403,NA,10064,NA,NA
8.121,874.5544,NA,10024,NA,NA
14.554,951.7775,NA,10019,NA,NA
0.795,359.3631,NA,9983,NA,NA
12.701,989.6992,NA,9963,NA,NA
13.546,969.7267,NA,9962,NA,NA
2.077,424.342,424.3421,9960,Acylcarnitine,ACar 18:2
8.862,893.558,NA,9936,NA,NA
2.591,518.3221,NA,9934,NA,NA
0.792,270.279,NA,9933,NA,NA
9.316,631.4693,NA,9896,NA,NA
13.069,874.6988,NA,9828,NA,NA
0.955,331.217,NA,9824,NA,NA
1.63,372.3115,NA,9792,NA,NA
3.487,500.394,NA,9780,NA,NA
7.773,846.5401,NA,9774,NA,NA
11.247,749.7499,NA,9745,NA,NA
2.632,522.3545,NA,9741,NA,NA
12.794,843.7257,NA,9728,NA,NA
7.038,778.5359,NA,9728,NA,NA
9.326,770.5682,770.5694,9715,Phosphatidylethanolamine,PE 38:3
14.423,933.7842,NA,9695,NA,NA
13.721,799.6789,NA,9690,NA,NA
13.078,1449.9891,NA,9682,NA,NA
1.737,504.3371,NA,9662,NA,NA
0.508,280.0921,NA,9648,NA,NA
8.661,808.0787,NA,9633,NA,NA
8.282,794.606,NA,9572,NA,NA
6.052,185.1171,NA,9512,NA,NA
7.347,855.5689,NA,9511,NA,NA
7.892,865.5294,NA,9487,NA,NA
12.758,863.653,NA,9474,NA,NA
8.154,764.5201,NA,9453,NA,NA
0.5,249.1548,NA,9405,NA,NA
12.757,886.7859,NA,9396,NA,NA
8.104,553.5266,NA,9362,NA,NA
14.675,950.9122,NA,9357,NA,NA
7.408,1231.3313,NA,9320,NA,NA
8.654,968.5571,NA,9314,NA,NA
10.548,809.649,NA,9314,NA,NA
12.716,968.7699,NA,9310,NA,NA
6.86,730.5392,730.5381,9307,Phosphatidylcholine,PC 16:1_16:1
13.153,836.7699,NA,9293,NA,NA
12.322,987.6847,NA,9286,NA,NA
13.869,936.8016,NA,9251,NA,NA
13.103,863.6544,NA,9219,NA,NA
7.774,858.5249,NA,9195,NA,NA
14.909,890.8904,NA,9189,NA,NA
7.956,792.5901,NA,9158,NA,NA
11.21,814.6706,NA,9152,NA,NA
7.057,738.5091,738.5068,9150,Phosphatidylethanolamine,PE 16:0_20:5
7.92,1498.0907,NA,9133,NA,NA
0.534,480.2777,NA,9124,NA,NA
9.707,814.6313,814.632,9123,Phosphatidylcholine,PC 38:2
8.883,679.4697,NA,9070,NA,NA
0.542,516.2991,NA,9050,NA,NA
6.733,762.5076,762.5068,9040,Phosphatidylethanolamine,PE 16:1_22:6
8.229,766.53510000000006,766.5381,9017,Phosphatidylethanolamine,PE 38:5
9.312,800.6148,800.6164,9013,Phosphatidylcholine,PC 17:0_20:2
7.169,835.5228,NA,9002,NA,NA
14.103,1034.9102,NA,9000,NA,NA
0.667,438.3214,NA,8991,NA,NA
14.051,971.7434,NA,8986,NA,NA
12.945,1064.8639,NA,8969,NA,NA
12.751,866.7239,NA,8965,NA,NA
3.758,298.347,NA,8895,NA,NA
9.669,759.6368,759.6375,8849,Sphingomyelin,SM d38:1
14.552,1026.9412,NA,8845,NA,NA
7.935,931.5283,NA,8821,NA,NA
9.224,746.6027,NA,8800,NA,NA
13.06,1471.9607,NA,8743,NA,NA
13.727,974.8163,NA,8719,NA,NA
12.755,790.6933,790.6919,8648,Triacylglycerol,TG 12:1_16:0_18:2
7.407,886.5089,NA,8646,NA,NA
13.387,934.7884,NA,8631,NA,NA
13.178,1040.8639,NA,8608,NA,NA
10.307,269.2265,NA,8562,NA,NA
9.309,615.4945,NA,8559,NA,NA
10.113,652.6717,NA,8556,NA,NA
12.773,912.7975,NA,8491,NA,NA
8.355,992.5575,NA,8487,NA,NA
1.044,242.2846,NA,8471,NA,NA
13.577,863.7103,863.7099,8467,Triacylglycerol,TG 51:4
11.829,795.6286,NA,8431,NA,NA
14.625,911.8016,NA,8427,NA,NA
12.624,790.6913,790.6919,8388,Triacylglycerol,TG 12:0_16:1_18:2
7.719,817.5598,NA,8326,NA,NA
5.912,536.4804,NA,8305,NA,NA
7.935,822.5416,NA,8302,NA,NA
9.062,834.6001,NA,8287,NA,NA
13.483,832.739,832.7389,8286,Triacylglycerol,TG 15:0_16:1_18:2
14.653,937.8166,NA,8280,NA,NA
8.635,824.5397,NA,8276,NA,NA
8.359,810.601,NA,8261,NA,NA
1.122,230.2482,NA,8228,NA,NA
12.11,650.6453,650.6446,8213,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_24:0
7.217,601.5198,NA,8197,NA,NA
9.623,811.6676,NA,8185,NA,NA
0.509,307.0436,NA,8183,NA,NA
11.348,837.6822,NA,8157,NA,NA
3.497,417.2976,NA,8134,NA,NA
7.411,864.623,NA,8130,NA,NA
10.188,1212.0357,NA,8078,NA,NA
0.644,173.1073,NA,8059,NA,NA
7.477,964.5252,NA,8053,NA,NA
7.177,689.5599,689.5592,7988,Sphingomyelin,SM d33:1
7.187,861.5496,NA,7987,NA,NA
12.399,963.6848,NA,7982,NA,NA
8.775,634.5396,NA,7968,NA,NA
14.22,1008.8917,NA,7942,NA,NA
0.572,182.1905,NA,7939,NA,NA
14.405,903.7788,NA,7929,NA,NA
11.683,847.2965,NA,7881,NA,NA
11.362,622.6133,622.6133,7874,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_22:0
13.084,952.8325,NA,7849,NA,NA
3.485,461.3246,NA,7826,NA,NA
12.586,947.712,NA,7783,NA,NA
7.734,738.6468,NA,7779,NA,NA
16.658,439.2129,NA,7756,NA,NA
10.191,1212.0325,NA,7755,NA,NA
12.112,737.7515,NA,7741,NA,NA
6.461,854.5665,854.5694,7727,Phosphatidylcholine,PC 42:10
8.414,754.5373,754.5381,7681,Phosphatidylethanolamine,PE 37:4
13.62,913.7263,913.7256,7679,Triacylglycerol,TG 55:7
3.575,724.4093,NA,7668,NA,NA
7.969,942.5413,NA,7658,NA,NA
12.652,860.7706,NA,7622,NA,NA
7.412,890.5211,NA,7620,NA,NA
4.665,478.3895,NA,7615,NA,NA
8.592,879.657,NA,7612,NA,NA
8.681,840.5249,NA,7602,NA,NA
8.524,668.6186,NA,7601,NA,NA
11.165,563.422,NA,7589,NA,NA
8.083,942.5424,NA,7569,NA,NA
13.78,902.8077,NA,7530,NA,NA
12.387,964.6857,NA,7504,NA,NA
13.791,795.7264,NA,7489,NA,NA
0.495,186.106,NA,7479,NA,NA
10.829,694.7183,NA,7471,NA,NA
14.43,603.53510000000006,NA,7455,NA,NA
8.478,856.5845,NA,7441,NA,NA
2.336,496.3398,496.3398,7435,Lysophophatidylcholine,LPC 0:0/16:0
8.448,858.5928,NA,7431,NA,NA
14.189,912.8006,NA,7427,NA,NA
14.394,761.7389,NA,7412,NA,NA
13.152,766.691,NA,7408,NA,NA
14.577,936.8951,NA,7401,NA,NA
7.945,827.6295,NA,7399,NA,NA
3.489,456.3688,NA,7378,NA,NA
8.089,774.5437,NA,7362,NA,NA
0.523,316.2119,NA,7361,NA,NA
8.321,906.6062,NA,7319,NA,NA
9.626,785.6528,785.6531,7319,Sphingomyelin,SM d40:2
11.16,524.4581,NA,7299,NA,NA
14.634,501.4081,NA,7278,NA,NA
14.826,487.393,NA,7276,NA,NA
13.665,844.7398,NA,7272,NA,NA
0.554,498.2882,NA,7252,NA,NA
9.197,681.4856,NA,7218,NA,NA
3.763,546.3528,NA,7200,NA,NA
12.379,916.7387,NA,7199,NA,NA
8.307,768.5888,NA,7170,NA,NA
7.901,1172.3399,NA,7156,NA,NA
12.673,837.6371,NA,7155,NA,NA
11.599,848.2929,NA,7123,NA,NA
13.43,1473.9727,NA,7093,NA,NA
8.334,860.6157,860.6164,7073,Phosphatidylcholine,PC 20:1_22:6
10.113,683.4993,NA,7054,NA,NA
14.445,369.3509,NA,7046,NA,NA
7.709,862.5099,NA,7040,NA,NA
8.35,872.5569,NA,7032,NA,NA
7.632,802.4704,NA,7030,NA,NA
12.343,1013.6943,NA,7022,NA,NA
13.657,934.7879,NA,7017,NA,NA
14.472,829.7257,829.7256,7015,Triacylglycerol,TG 48:0
0.501,235.1654,NA,7013,NA,NA
12.575,962.8148,NA,7010,NA,NA
7.048,802.5369,NA,7009,NA,NA
6.927,788.5236,788.5225,6994,Phosphatidylethanolamine,PE 18:2_22:6
16.783,214.9175,NA,6983,NA,NA
6.49,780.5528,780.5538,6953,Phosphatidylcholine,PC 18:2_18:3
8.118,822.5401,NA,6952,NA,NA
7.883,838.5097,NA,6941,NA,NA
9.214,639.4955,NA,6926,NA,NA
8.887,684.2027,NA,6913,NA,NA
12.403,1062.8498,NA,6910,NA,NA
7.897,816.6229,NA,6908,NA,NA
12.613,795.6477,795.6473,6904,Triacylglycerol,TG 46:3
7.97,853.6413,NA,6898,NA,NA
12.813,893.7407,NA,6892,NA,NA
10.203,1264.0655,NA,6872,NA,NA
9.715,758.2201,NA,6867,NA,NA
4.478,478.3887,NA,6858,NA,NA
12.367,971.707,971.7099,6857,Triacylglycerol,TG 16:1_22:5_22:7
15.262,515.4244,NA,6821,NA,NA
13.169,813.637,NA,6818,NA,NA
11.045,773.2756,NA,6808,NA,NA
14.221,915.8134,NA,6807,NA,NA
7.184,885.551,NA,6790,NA,NA
8.853,825.5578,NA,6782,NA,NA
12.204,966.7536,NA,6782,NA,NA
14.244,1011.9117,NA,6777,NA,NA
13.97,1034.9073,NA,6761,NA,NA
13.066,976.7451,NA,6716,NA,NA
5.986,536.4791,NA,6701,NA,NA
8.635,858.5973,NA,6700,NA,NA
9.307,770.5721,770.5694,6693,Phosphatidylethanolamine,PE 38:3
1.858,398.3256,398.3265,6685,Acylcarnitine,ACar 16:1
8.923,559.5188,NA,6666,NA,NA
0.489,268.1038,NA,6630,NA,NA
0.543,514.2833,NA,6627,NA,NA
7.966,818.6081,NA,6596,NA,NA
12.402,887.6522,NA,6593,NA,NA
7.038,859.5346,NA,6591,NA,NA
12.92,966.6997,NA,6586,NA,NA
13.428,792.7063,NA,6584,NA,NA
13.032,1472.9655,NA,6581,NA,NA
12.381,866.7235,NA,6561,NA,NA
7.195,776.5227,NA,6555,NA,NA
13.821,1471.0361,1471.0374,6554,Cardiolipin,CL 72:6
16.099,752.5658,NA,6532,NA,NA
7.695,889.4931,NA,6526,NA,NA
8.008,788.5238,NA,6514,NA,NA
7.036,885.551,NA,6483,NA,NA
14.33,1036.9251,NA,6480,NA,NA
7.048,907.528,NA,6469,NA,NA
13.568,889.7262,889.7256,6469,Triacylglycerol,TG 53:5
13.623,908.7708,NA,6468,NA,NA
7.658,877.6435,NA,6444,NA,NA
11.209,269.2368,NA,6440,NA,NA
7.924,974.6674,NA,6417,NA,NA
12.435,943.7582,NA,6412,NA,NA
14.247,937.6991,NA,6396,NA,NA
10.819,615.5788,NA,6394,NA,NA
12.96,1052.8636,NA,6394,NA,NA
6.993,881.5124,NA,6392,NA,NA
0.506,202.18,NA,6383,NA,NA
0.501,268.0514,NA,6370,NA,NA
7.669,928.5893,NA,6363,NA,NA
8.629,629.549,NA,6351,NA,NA
8.898,880.5054,NA,6347,NA,NA
1.682,431.4211,NA,6321,NA,NA
12.468,948.7138,NA,6310,NA,NA
8.315,629.5501,NA,6307,NA,NA
8.382,792.6051,NA,6299,NA,NA
9.116,824.6161,824.6164,6253,Phosphatidylcholine,PC 39:4
16.309,217.1046,NA,6239,NA,NA
3.771,454.3888,NA,6226,NA,NA
7.409,958.5087,NA,6205,NA,NA
12.771,860.7709,NA,6194,NA,NA
16.28,430.9142,NA,6166,NA,NA
9.287,589.4804,NA,6144,NA,NA
12.207,920.3099,NA,6142,NA,NA
8.661,1494.1505,NA,6130,NA,NA
8.353,889.5782,NA,6128,NA,NA
10.009,799.6702,799.6688,6127,Sphingomyelin,SM d41:2
12.798,976.8308,NA,6108,NA,NA
13.553,954.7625,NA,6106,NA,NA
9.405,696.6503,NA,6096,NA,NA
14.288,1020.8952,NA,6090,NA,NA
12.591,866.7239,NA,6085,NA,NA
13.611,885.7711,NA,6084,NA,NA
4.016,383.4445,NA,6084,NA,NA
3.837,482.3238,NA,6067,NA,NA
13.853,978.8479,NA,6065,NA,NA
11.596,873.3043,NA,6055,NA,NA
7.739,966.5432,NA,6051,NA,NA
13.393,1425.9798,NA,6048,NA,NA
7.433,922.5519,NA,6042,NA,NA
9.445,1234.0164,NA,6042,NA,NA
6.979,828.5508,NA,6032,NA,NA
13.53,879.6851,NA,6018,NA,NA
3.457,544.4205,NA,6005,NA,NA
7.43,870.5415,NA,6000,NA,NA
7.81,794.0613,NA,5986,NA,NA
3.827,354.3006,NA,5983,NA,NA
12.611,811.6211,NA,5976,NA,NA
7.173,810.5276,810.528,5970,Phosphatidylserine,PS 18:1_20:4
8.98,559.5173,NA,5966,NA,NA
14.505,911.7463,NA,5951,NA,NA
13.76,906.8422,NA,5936,NA,NA
14.572,923.8031,NA,5927,NA,NA
13.086,906.7549,NA,5927,NA,NA
7.064,599.5044,NA,5925,NA,NA
8.586,893.6734,NA,5915,NA,NA
12.976,847.6819,NA,5912,NA,NA
11.705,658.6127,NA,5910,NA,NA
12.773,936.8011,NA,5908,NA,NA
12.264,972.7144,NA,5901,NA,NA
9.209,655.4695,NA,5896,NA,NA
13.826,884.7674,NA,5892,NA,NA
6.565,780.5536,780.5538,5887,Phosphatidylcholine,PC 36:5
13.5,837.6961,837.6943,5875,Triacylglycerol,TG 49:3
11.972,961.6662,NA,5862,NA,NA
9.286,800.6178,800.6164,5850,Phosphatidylcholine,PC 19:0_18:2
1.837,576.4099,NA,5835,NA,NA
8.986,790.5577,NA,5830,NA,NA
7.934,925.5074,NA,5828,NA,NA
8.636,930.6044,NA,5821,NA,NA
12.571,964.6883,NA,5813,NA,NA
13.842,911.787,NA,5789,NA,NA
7.994,722.553,NA,5786,NA,NA
14.471,980.8617,NA,5774,NA,NA
12.218,911.6526,NA,5753,NA,NA
7.76,846.5361,NA,5732,NA,NA
14.221,575.5031,NA,5732,NA,NA
0.538,204.1335,NA,5730,NA,NA
7.401,926.5752,NA,5719,NA,NA
16.597,425.1969,NA,5712,NA,NA
3.496,412.3424,NA,5710,NA,NA
7.293,739.511,NA,5707,NA,NA
8.843,945.5588,NA,5704,NA,NA
8.379,694.4965,NA,5703,NA,NA
14.511,838.7841,NA,5701,NA,NA
9.079,788.5154,NA,5687,NA,NA
8.895,806.5044,NA,5686,NA,NA
7.419,700.2348,NA,5683,NA,NA
8.687,818.6369,NA,5682,NA,NA
7.717,866.5212,NA,5679,NA,NA
13.171,996.8011,NA,5677,NA,NA
8.593,608.526,NA,5669,NA,NA
16.277,702.8628,NA,5669,NA,NA
13.837,937.8008,NA,5666,NA,NA
7.175,885.5457,NA,5659,NA,NA
8.196,788.5452,788.5436,5659,Phosphatidylserine,PS 36:2
8.84,848.6173,848.6164,5651,Phosphatidylcholine,PC 41:6
16.273,566.8882,NA,5628,NA,NA
11.26,686.585,NA,5623,NA,NA
1.822,620.4362,NA,5620,NA,NA
6.927,792.5559,792.5538,5619,Phosphatidylcholine,PC 37:6
7.19,409.3445,NA,5617,NA,NA
10.664,765.521,NA,5611,NA,NA
13.444,806.7216,NA,5593,NA,NA
12.874,1028.8623,NA,5564,NA,NA
1.882,457.4357,NA,5561,NA,NA
12.445,897.6919,897.6943,5560,Triacylglycerol,TG 54:8
13.101,911.7098,911.7099,5542,Triacylglycerol,TG 55:8
15.328,501.4088,NA,5542,NA,NA
12.451,1012.8307,NA,5542,NA,NA
7.306,673.5427,NA,5540,NA,NA
7.259,794.5688,794.5694,5530,Phosphatidylcholine,PC 37:5
13.196,1041.8705,NA,5530,NA,NA
7.414,740.5219,740.5225,5508,Phosphatidylethanolamine,PE 36:4
2.661,284.3318,NA,5505,NA,NA
14.821,529.4396,NA,5505,NA,NA
7.036,625.5194,NA,5501,NA,NA
4.269,485.4679,NA,5498,NA,NA
14.962,482.4051,NA,5498,NA,NA
10.215,644.5322,NA,5498,NA,NA
13.103,932.7683,NA,5488,NA,NA
11.745,658.6088,NA,5474,NA,NA
7.553,770.5682,770.5694,5464,Phosphatidylcholine,PC 17:1_18:2
8.113,778.5393,778.5381,5461,Phosphatidylethanolamine,PE 39:6
11.133,772.273,NA,5441,NA,NA
8.854,866.54,NA,5438,NA,NA
14.49,1024.9274,NA,5425,NA,NA
8.137,768.549,NA,5421,NA,NA
8.631,906.6075,NA,5411,NA,NA
9.155,800.615,800.6164,5402,Phosphatidylcholine,PC 37:2
7.407,1032.509,NA,5397,NA,NA
6.332,804.5548,804.5538,5394,Phosphatidylcholine,PC 18:2_20:5
8.092,880.592,NA,5373,NA,NA
16.268,498.901,NA,5368,NA,NA
7.986,810.5033,NA,5367,NA,NA
14.224,941.7112,NA,5366,NA,NA
7.67,834.4988,NA,5363,NA,NA
1.223,370.2954,370.2952,5350,Acylcarnitine,ACar 14:1
16.041,217.1046,NA,5327,NA,NA
3.686,471.4522,NA,5313,NA,NA
14.226,601.5196,NA,5279,NA,NA
7.424,841.5586,NA,5267,NA,NA
