RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
4.955,863.4881,NA,2282,NA,NA
3.195,458.3485,NA,2280,NA,NA
0.971,258.1535,NA,2279,NA,NA
1.664,742.2874,NA,2278,NA,NA
3.041,573.3906,NA,2277,NA,NA
16.273,808.8354,NA,2277,NA,NA
11.634,1009.682,NA,2276,NA,NA
13.632,988.8341,NA,2276,NA,NA
2.764,709.3648,NA,2275,NA,NA
12.566,918.7174,NA,2275,NA,NA
10.918,812.6636,NA,2274,NA,NA
10.988,1175.8158,NA,2270,NA,NA
11.395,1199.6284,NA,2267,NA,NA
1.219,225.1861,NA,2265,NA,NA
11.088,1291.8609,NA,2263,NA,NA
2.846,426.3586,NA,2262,NA,NA
3.616,362.1541,NA,2261,NA,NA
14.404,215.0049,NA,2260,NA,NA
10.704,883.6652,NA,2259,NA,NA
12.029,722.6297,NA,2258,NA,NA
3.439,631.4944,NA,2256,NA,NA
2.19,522.2834,522.2837,2254,Lysophosphatidylserine,LPS 18:1
6.466,908.5818,NA,2249,NA,NA
5.071,915.5987,NA,2248,NA,NA
2.917,682.2555,NA,2246,NA,NA
2.152,539.2545,NA,2245,NA,NA
11.163,958.7946,NA,2245,NA,NA
8.767,779.5396,NA,2243,NA,NA
14.44,154.9476,NA,2240,NA,NA
14.166,1459.9712,NA,2238,NA,NA
0.748,746.3925,NA,2235,NA,NA
5.089,1029.5912,NA,2232,NA,NA
9.975,1041.6041,NA,2232,NA,NA
7.125,596.3797,NA,2222,NA,NA
4.55,642.228,NA,2221,NA,NA
6.287,1388.7897,NA,2219,NA,NA
1.064,243.1966,NA,2217,NA,NA
1.022,448.175,NA,2214,NA,NA
10.902,606.5821,NA,2212,NA,NA
7.872,879.3542,NA,2211,NA,NA
8.794,711.5181,NA,2211,NA,NA
13.764,1457.964,NA,2207,NA,NA
8.803,832.5645,NA,2200,NA,NA
6.086,1008.5177,NA,2199,NA,NA
1.439,315.2541,NA,2196,NA,NA
14.323,906.8044,NA,2196,NA,NA
0.721,667.3701,NA,2196,NA,NA
1.409,484.3281,NA,2194,NA,NA
3.322,625.3352,NA,2194,NA,NA
5.418,797.4126,NA,2194,NA,NA
11.661,978.7514,NA,2189,NA,NA
6.432,754.5028,NA,2189,NA,NA
8.335,1008.5478,NA,2189,NA,NA
2.299,526.2932,NA,2188,NA,NA
3.449,416.2842,NA,2187,NA,NA
2.685,650.2236,NA,2184,NA,NA
6.856,916.4677,NA,2184,NA,NA
2.806,1155.6796,NA,2182,NA,NA
11.414,1193.6136,NA,2181,NA,NA
5.298,677.4334,NA,2181,NA,NA
6.918,987.4758,NA,2181,NA,NA
2.844,327.2543,NA,2180,NA,NA
7.613,782.5022,NA,2179,NA,NA
13.857,712.4911,NA,2177,NA,NA
10.734,1063.6527,NA,2176,NA,NA
9.657,910.6238,NA,2175,NA,NA
1.976,568.2661,NA,2168,NA,NA
10.995,1185.6118,NA,2165,NA,NA
9.355,721.5781,NA,2161,NA,NA
5.876,520.3769,NA,2160,NA,NA
11.812,960.7424,NA,2158,NA,NA
2.655,528.3083,NA,2155,NA,NA
12.052,695.5662,NA,2152,NA,NA
5.329,972.5014,NA,2152,NA,NA
10.982,934.6669,NA,2151,NA,NA
5.34,1017.451,NA,2150,NA,NA
6.003,401.2994,NA,2150,NA,NA
5.9,679.4546,NA,2147,NA,NA
10.964,1179.5976,NA,2147,NA,NA
1.393,423.1322,NA,2147,NA,NA
2.55,616.3631,NA,2146,NA,NA
14.127,725.4943,NA,2144,NA,NA
0.727,251.1289,NA,2143,NA,NA
4.275,368.3159,NA,2143,NA,NA
5.006,615.4042,NA,2141,NA,NA
6.031,905.4786,NA,2141,NA,NA
11.23,943.6529,NA,2136,NA,NA
1.721,1017.5939,NA,2135,NA,NA
1.055,542.2521,NA,2134,NA,NA
4.108,718.3522,NA,2134,NA,NA
11.628,863.679,NA,2129,NA,NA
6.666,878.5745,NA,2128,NA,NA
6.761,626.4831,NA,2126,NA,NA
4.806,787.4561,NA,2122,NA,NA
4.911,610.4092,NA,2122,NA,NA
0.957,195.1392,NA,2121,NA,NA
8.528,646.5077,NA,2119,NA,NA
2.06,453.2873,NA,2118,NA,NA
10.245,1466.9095,NA,2117,NA,NA
11.242,860.6383,NA,2116,NA,NA
13.592,1434.9524,NA,2113,NA,NA
14.171,1447.4706,NA,2112,NA,NA
5.943,548.4086,NA,2111,NA,NA
11.907,1052.6773,NA,2106,NA,NA
5.151,1355.7329,NA,2105,NA,NA
1.339,459.2383,NA,2099,NA,NA
14.457,274.9718,NA,2098,NA,NA
0.783,538.3219,NA,2096,NA,NA
14.604,972.8987,NA,2093,NA,NA
10.853,896.6709,NA,2091,NA,NA
14.255,918.8049,NA,2088,NA,NA
2.555,541.2692,NA,2087,NA,NA
5.396,860.5681,NA,2085,NA,NA
6.104,630.4768,NA,2082,NA,NA
6.629,1072.5042,NA,2082,NA,NA
4.862,615.2956,NA,2080,NA,NA
7.524,986.538,NA,2079,NA,NA
11.536,664.6245,NA,2078,NA,NA
1.553,568.1966,NA,2077,NA,NA
0.825,317.1399,NA,2075,NA,NA
4.292,684.3896,NA,2070,NA,NA
3.854,538.2689,NA,2069,NA,NA
16.254,714.8435,NA,2064,NA,NA
4.296,277.1231,NA,2064,NA,NA
2.832,593.2551,NA,2063,NA,NA
8.278,936.518,NA,2062,NA,NA
14.43,894.8041,NA,2061,NA,NA
8.78,847.5818,NA,2060,NA,NA
7.579,996.5824,NA,2057,NA,NA
4.281,613.2789,NA,2054,NA,NA
5.853,964.5321,NA,2051,NA,NA
0.877,415.176,NA,2049,NA,NA
1.438,501.3209,NA,2046,NA,NA
6.533,1114.477,NA,2040,NA,NA
10.692,884.6234,NA,2039,NA,NA
5.069,396.3489,NA,2028,NA,NA
8.466,758.5782,NA,2028,NA,NA
2.914,676.238,NA,2025,NA,NA
2.611,579.2796,NA,2022,NA,NA
2.72,611.321,NA,2022,NA,NA
7.768,1179.7354,NA,2020,NA,NA
12.409,1037.7801,NA,2020,NA,NA
10.701,1293.8434,NA,2019,NA,NA
11.967,826.62,NA,2017,NA,NA
12.375,1367.9053,NA,2016,NA,NA
1.039,514.2842,NA,2012,NA,NA
9.09,1294.0654,NA,2011,NA,NA
9.978,960.67,NA,2009,NA,NA
2.788,1162.7243,NA,2006,NA,NA
12.029,912.4068,NA,2005,NA,NA
12.443,1415.8996,NA,2003,NA,NA
3.825,840.3112,NA,2002,NA,NA
14.43,196.9946,NA,2002,NA,NA
3.3,451.1995,NA,1999,NA,NA
16.049,705.5761,NA,1996,NA,NA
6.776,954.5012,NA,1994,NA,NA
5.743,903.5032,NA,1992,NA,NA
2.903,751.4326,NA,1991,NA,NA
5.617,649.2864,NA,1988,NA,NA
4.798,576.3433,NA,1987,NA,NA
2.275,606.3407,NA,1983,NA,NA
2.574,381.2318,NA,1982,NA,NA
8.929,1441.0273,NA,1981,NA,NA
5.96,768.309,NA,1976,NA,NA
11.043,804.4299,NA,1976,NA,NA
6.141,659.4294,NA,1976,NA,NA
5.6,626.4104,NA,1975,NA,NA
5.636,660.4482,NA,1972,NA,NA
1.002,555.2578,NA,1970,NA,NA
8.328,888.4955,NA,1967,NA,NA
8.811,966.6086,NA,1964,NA,NA
5.998,648.4872,NA,1964,NA,NA
2.631,319.2295,NA,1963,NA,NA
2.965,514.3744,NA,1962,NA,NA
2.678,656.2411,NA,1960,NA,NA
13.122,1212.8588,NA,1959,NA,NA
2.707,551.1774,NA,1959,NA,NA
1.667,748.3067,NA,1958,NA,NA
12.179,722.665,NA,1956,NA,NA
3.98,429.2827,NA,1951,NA,NA
1.478,303.1534,NA,1943,NA,NA
5.136,441.3376,NA,1936,NA,NA
4.622,805.2422,NA,1935,NA,NA
4.987,543.3843,NA,1934,NA,NA
15.724,289.0869,NA,1932,NA,NA
15.002,894.9444,NA,1923,NA,NA
11.152,721.6185,NA,1922,NA,NA
2.874,999.6407,NA,1922,NA,NA
12.113,896.6357,NA,1921,NA,NA
2.467,269.2122,NA,1920,NA,NA
2.755,980.6706,NA,1914,NA,NA
3.546,671.3415,NA,1911,NA,NA
2.833,597.3794,NA,1911,NA,NA
12.24,980.7681,NA,1903,NA,NA
5.596,632.4556,NA,1901,NA,NA
11.564,1071.6491,NA,1901,NA,NA
13.152,1431.9282,NA,1900,NA,NA
3.16,1283.5984,NA,1898,NA,NA
3.463,433.2192,NA,1897,NA,NA
8.329,888.5108,NA,1897,NA,NA
2.875,511.2469,NA,1894,NA,NA
2.813,764.2909,NA,1891,NA,NA
1.832,630.2365,NA,1888,NA,NA
3.338,488.1631,NA,1888,NA,NA
6.433,1028.5128,NA,1887,NA,NA
4.79,382.3326,NA,1886,NA,NA
13.996,968.8083,NA,1876,NA,NA
11.315,754.6564,NA,1875,NA,NA
7.577,757.5034,NA,1874,NA,NA
12.778,1343.9032,NA,1874,NA,NA
6.116,689.4257,NA,1873,NA,NA
5.508,534.2854,NA,1873,NA,NA
4.982,579.3607,NA,1871,NA,NA
1.908,762.2755,NA,1868,NA,NA
1.379,537.076,NA,1864,NA,NA
5.621,726.4202,NA,1864,NA,NA
5.53,600.4295,NA,1858,NA,NA
2.127,611.297,NA,1857,NA,NA
3.163,871.2668,NA,1855,NA,NA
3.879,820.2488,NA,1854,NA,NA
6.712,1461.0452,NA,1850,NA,NA
4.394,527.1826,NA,1846,NA,NA
3.183,684.3006,NA,1844,NA,NA
4.624,525.259,NA,1839,NA,NA
13.395,1000.8335,NA,1837,NA,NA
11.481,888.7142,NA,1837,NA,NA
6.827,731.4898,NA,1834,NA,NA
7.73,1460.994,NA,1833,NA,NA
10.769,664.6233,NA,1826,NA,NA
3.548,367.1853,NA,1824,NA,NA
0.792,399.2024,NA,1818,NA,NA
2.634,400.3434,NA,1816,NA,NA
5.612,658.4324,NA,1815,NA,NA
11.185,940.7999,NA,1815,NA,NA
6.398,666.4499,NA,1814,NA,NA
7.9,879.7744,NA,1814,NA,NA
3.434,576.3549,NA,1814,NA,NA
2.049,633.3226,NA,1810,NA,NA
7.487,939.521,NA,1808,NA,NA
1.339,427.175,NA,1807,NA,NA
3.261,690.3209,NA,1804,NA,NA
2.862,560.2875,NA,1803,NA,NA
16.262,850.8165,NA,1803,NA,NA
14.556,1392.217,NA,1802,NA,NA
7.143,783.4416,NA,1801,NA,NA
2.91,979.5775,NA,1795,NA,NA
7.851,881.4428,NA,1795,NA,NA
13.578,999.8237,NA,1793,NA,NA
13.207,837.7299,NA,1792,NA,NA
11.347,1165.7642,NA,1788,NA,NA
11.679,954.6865,NA,1785,NA,NA
14.45,431.2285,NA,1783,NA,NA
1.174,743.0193,NA,1782,NA,NA
5.679,1483.9518,NA,1781,NA,NA
8.13,741.4854,NA,1777,NA,NA
4.772,642.4134,NA,1775,NA,NA
2.969,621.4014,NA,1769,NA,NA
13.798,1119.9009,NA,1766,NA,NA
1.584,462.205,NA,1763,NA,NA
0.834,382.104,NA,1763,NA,NA
4.9,637.4094,NA,1759,NA,NA
11.847,1149.7966,NA,1756,NA,NA
6.372,902.4967,NA,1756,NA,NA
5.408,327.2903,NA,1754,NA,NA
10.911,990.6032,NA,1753,NA,NA
2.827,991.6959,NA,1753,NA,NA
6.422,952.4873,NA,1751,NA,NA
1.803,724.3068,NA,1748,NA,NA
4.562,1019.5062,NA,1748,NA,NA
5.661,814.5241,NA,1744,NA,NA
3.356,655.4942,NA,1740,NA,NA
5.902,652.435,NA,1738,NA,NA
1.789,461.2541,NA,1738,NA,NA
4.059,569.3655,NA,1738,NA,NA
1.83,581.3214,NA,1736,NA,NA
3.337,427.2668,NA,1733,NA,NA
3.175,443.2408,NA,1729,NA,NA
3.214,1124.6284,NA,1726,NA,NA
1.046,709.275,NA,1723,NA,NA
8.9,769.4537,NA,1723,NA,NA
11.088,850.6697,NA,1721,NA,NA
11.433,950.6923,NA,1717,NA,NA
14.038,1081.8884,NA,1716,NA,NA
10.707,852.6662,NA,1715,NA,NA
14.011,1387.9662,NA,1715,NA,NA
5.936,1012.4539,NA,1708,NA,NA
12.759,785.497,NA,1704,NA,NA
8.659,934.5344,NA,1702,NA,NA
10.869,792.428,NA,1694,NA,NA
4.116,772.4777,NA,1690,NA,NA
12.163,824.6602,NA,1689,NA,NA
2.899,590.3219,NA,1688,NA,NA
3.346,439.273,NA,1687,NA,NA
13.266,1462.9213,NA,1685,NA,NA
12.668,844.7398,NA,1685,NA,NA
4.949,1002.4517,NA,1676,NA,NA
3.367,449.2903,NA,1673,NA,NA
6.372,1017.494,NA,1670,NA,NA
10.625,1097.5924,NA,1668,NA,NA
6.385,610.4502,NA,1664,NA,NA
5.433,604.3736,NA,1657,NA,NA
1.722,654.2353,NA,1657,NA,NA
8.922,1306.064,NA,1656,NA,NA
14.659,986.9127,NA,1653,NA,NA
7.196,879.5243,NA,1651,NA,NA
7.709,1484.0108,NA,1642,NA,NA
3.892,370.2781,NA,1642,NA,NA
9.347,849.584,NA,1641,NA,NA
5.337,1267.4085,NA,1641,NA,NA
3.162,1357.6015,NA,1639,NA,NA
12.315,793.6672,NA,1634,NA,NA
2.99,437.2465,NA,1628,NA,NA
10.95,1039.608,NA,1623,NA,NA
9.613,654.5678,NA,1622,NA,NA
6.876,830.5362,NA,1600,NA,NA
1.371,437.2889,NA,1591,NA,NA
11.872,1077.735,NA,1588,NA,NA
1.933,636.2521,NA,1585,NA,NA
5.146,655.4205,NA,1584,NA,NA
0.85,374.1826,NA,1580,NA,NA
10.262,701.6112,NA,1579,NA,NA
2.551,414.2688,NA,1578,NA,NA
5.523,558.4199,NA,1577,NA,NA
4.953,1008.4661,NA,1571,NA,NA
2.151,556.2451,NA,1569,NA,NA
13.193,1393.9163,NA,1564,NA,NA
4.366,981.1757,NA,1562,NA,NA
0.754,768.4192,NA,1558,NA,NA
11.367,1079.6278,NA,1554,NA,NA
5.362,524.3872,NA,1553,NA,NA
4.81,551.3599,NA,1549,NA,NA
12.81,1479.8884,NA,1541,NA,NA
2.68,959.5961,NA,1539,NA,NA
2.956,382.2423,NA,1539,NA,NA
14.29,1438.9831,NA,1537,NA,NA
2.588,481.2602,NA,1535,NA,NA
16.004,542.9677,NA,1534,NA,NA
12.047,974.8217,NA,1533,NA,NA
9.927,952.6238,NA,1529,NA,NA
11.631,1145.6544,NA,1529,NA,NA
5.973,568.4197,NA,1527,NA,NA
12.05,695.5308,NA,1516,NA,NA
3.569,769.4133,NA,1503,NA,NA
4.017,567.0883,NA,1501,NA,NA
6.334,735.5306,NA,1492,NA,NA
6.939,959.4876,NA,1486,NA,NA
9.766,653.5465,NA,1480,NA,NA
11.649,1463.9599,NA,1479,NA,NA
14.335,938.8309,NA,1439,NA,NA
5.257,586.4144,NA,1420,NA,NA
13.693,926.819,NA,1404,NA,NA
7.86,880.7165,NA,1389,NA,NA
6.122,991.4776,NA,1386,NA,NA
10.626,1029.6034,NA,1385,NA,NA
12.956,1451.8363,NA,1384,NA,NA
11.679,681.5838,NA,1365,NA,NA
14.866,1413.2005,NA,1361,NA,NA
14.59,215.0052,NA,1355,NA,NA
8.8,831.4684,NA,1354,NA,NA
14.579,1139.9656,NA,1351,NA,NA
1.094,499.2855,NA,1350,NA,NA
2.353,571.2162,NA,1346,NA,NA
2.749,425.2577,NA,1337,NA,NA
6.339,985.4607,NA,1322,NA,NA
5.352,1059.4344,NA,1311,NA,NA
3.928,654.3674,NA,1304,NA,NA
9.682,861.668,NA,1295,NA,NA
14.924,1326.1863,NA,1292,NA,NA
6.259,877.4802,NA,1273,NA,NA
1.828,485.2753,NA,1216,NA,NA
13.326,1463.9253,NA,1207,NA,NA
4.814,603.2954,NA,1205,NA,NA
11.014,824.5786,NA,1202,NA,NA
6.616,598.4512,NA,1198,NA,NA
12.565,944.7327,NA,1193,NA,NA
11.328,735.5538,NA,1189,NA,NA
7.887,803.4463,NA,1189,NA,NA
11.458,912.658,NA,1181,NA,NA
7.67,826.4123,NA,1150,NA,NA
3.646,1079.3627,NA,1130,NA,NA
11.343,843.6793,NA,1103,NA,NA
15.531,393.1136,NA,1103,NA,NA
14.635,376.9847,NA,1093,NA,NA
0.752,431.2021,NA,1067,NA,NA
12.84,1459.8954,NA,1060,NA,NA
1.773,1199.6503,NA,1007,NA,NA
5.344,867.3628,NA,939,NA,NA
11.202,690.6439,NA,844,NA,NA
13.537,1421.953,NA,825,NA,NA
14.191,1441.9434,NA,804,NA,NA
8.382,900.5108,NA,764,NA,NA
1.822,680.3415,NA,736,NA,NA
9.006,769.625,NA,724,NA,NA
11.573,749.6712,NA,678,NA,NA
6.718,761.4346,NA,520,NA,NA
10.817,735.6283,NA,432,NA,NA
9.588,611.5119,NA,422,NA,NA
14.429,876.8021,876.8015,7420980,Triacylglycerol,TG 16:0_18:1_18:1
14.227,874.7864,874.7858,7310683,Triacylglycerol,TG 16:0_18:1_18:2
7.903,758.5705,758.5694,4538592,Phosphatidylcholine,PC 16:0_18:2
14.421,902.8171,902.8171,3754089,Triacylglycerol,TG 18:1_18:1_18:1
14.217,900.8021,900.8015,2927574,Triacylglycerol,TG 18:1_18:1_18:2
14.217,848.7705,848.7702,2312927,Triacylglycerol,TG 16:0_16:1_18:1
8.673,760.5858,760.5851,2160627,Phosphatidylcholine,PC 16:0_18:1
14.43,946.8805,NA,2126904,NA,NA
7.707,782.5701,782.5694,2013645,Phosphatidylcholine,PC 16:0_20:4
14.228,944.8652,NA,1959856,NA,NA
7.41,806.5703,806.5694,1868809,Phosphatidylcholine,PC 16:0_22:6
14.442,850.7858,850.7858,1783518,Triacylglycerol,TG 16:0_16:0_18:1
13.814,872.7712,872.7702,1693079,Triacylglycerol,TG 16:0_18:2_18:2
8.383,750.5594,NA,1235276,NA,NA
8.859,786.6016,786.6007,933211,Phosphatidylcholine,PC 18:0_18:2
13.78,846.7552,846.7545,909279,Triacylglycerol,TG 16:0_16:1_18:2
13.818,898.7867,898.7858,882903,Triacylglycerol,TG 18:1_18:2_18:2
8.663,810.6026,810.6007,740056,Phosphatidylcholine,PC 18:0_20:4
14.421,972.8966,NA,718910,NA,NA
8.384,764.575,NA,699438,NA,NA
13.889,922.7869,922.7858,692164,Triacylglycerol,TG 16:0_18:1_22:6
14.225,918.8493,NA,633004,NA,NA
7.925,784.586,784.5851,622260,Phosphatidylcholine,PC 18:1_18:2
14.218,970.8791,NA,616950,NA,NA
13.425,920.7714,920.7702,569639,Triacylglycerol,TG 16:0_18:2_22:6
14.443,920.8652,NA,518560,NA,NA
13.838,942.8493,NA,515433,NA,NA
14.431,960.8955,NA,500710,NA,NA
14.561,904.8341,904.8328,467102,Triacylglycerol,TG 18:0_18:1_18:1
14.228,958.8805,NA,462763,NA,NA
0.517,162.1127,NA,425203,NA,NA
7.904,780.5524,NA,375166,NA,NA
13.771,916.8338,NA,360792,NA,NA
7.681,808.5846,808.5851,349829,Phosphatidylcholine,PC 18:1_20:4
8.892,768.5546,768.5538,335848,Phosphatidylethanolamine,PE 18:0_20:4
8.358,834.6019,834.6007,330852,Phosphatidylcholine,PC 18:0_22:6
14.217,822.7552,822.7545,321569,Triacylglycerol,TG 14:0_16:0_18:1
13.87,948.8023,948.8015,310490,Triacylglycerol,TG 18:1_18:1_22:6
13.389,946.7871,946.7858,295540,Triacylglycerol,TG 18:1_18:2_22:6
13.845,968.8645,NA,272330,NA,NA
14.421,928.8329,928.8328,258936,Triacylglycerol,TG 18:1_18:2_20:1
0.505,156.0423,NA,249803,NA,NA
7.655,764.5231,764.5225,246343,Phosphatidylethanolamine,PE 16:0_22:6
8.702,782.5678,NA,229732,NA,NA
7.44,828.553,NA,227079,NA,NA
14.233,879.7416,879.7412,222821,Triacylglycerol,TG 52:3
7.677,764.5233,764.5225,221280,Phosphatidylethanolamine,PE 16:0_22:6
13.907,992.8648,NA,216318,NA,NA
8.862,808.5834,NA,211032,NA,NA
13.408,990.8494,NA,206845,NA,NA
7.649,804.5507,NA,205663,NA,NA
8.686,786.6019,786.6007,198507,Phosphatidylcholine,PC 18:1_18:1
11.172,269.2265,NA,197279,NA,NA
14.1,924.8029,924.8015,195390,Triacylglycerol,TG 16:0_18:1_22:5
14.553,930.8497,930.8484,193640,Triacylglycerol,TG 18:1_18:1_20:1
13.811,877.7261,877.7256,190031,Triacylglycerol,TG 52:4
7.797,804.5513,NA,187645,NA,NA
7.431,832.5858,832.5851,187256,Phosphatidylcholine,PC 18:1_22:6
14.217,984.896,NA,182338,NA,NA
14.42,986.9109,NA,179105,NA,NA
14.082,899.7904,NA,177488,NA,NA
14.119,898.7871,NA,177465,NA,NA
8.658,734.5709,NA,176737,NA,NA
7.171,782.5697,782.5694,176161,Phosphatidylcholine,PC 18:2_18:2
13.443,896.7694,NA,171767,NA,NA
0.508,204.1232,NA,166969,NA,NA
13.41,925.7263,925.7256,162934,Triacylglycerol,TG 56:8
13.926,927.7418,927.7412,161378,Triacylglycerol,TG 56:7
13.324,870.7555,NA,160724,NA,NA
13.787,820.7392,820.7389,158872,Triacylglycerol,TG 48:2
7.719,732.5543,732.5538,158853,Phosphatidylcholine,PC 16:0_16:1
14.527,974.91,NA,158643,NA,NA
8.548,810.6007,NA,153760,NA,NA
7.938,740.5234,740.5225,151762,Phosphatidylethanolamine,PE 16:0_20:4
8.609,782.5691,NA,150219,NA,NA
8.595,792.5542,792.5538,149853,Phosphatidylethanolamine,PE 18:0_22:6
14.573,948.8957,NA,146280,NA,NA
14.268,926.8172,926.8171,145662,Triacylglycerol,TG 18:1_18:1_20:3
0.5,257.1474,NA,143466,NA,NA
14.57,878.8186,878.8171,143194,Triacylglycerol,TG 16:0_18:0_18:1
7.921,904.5915,NA,142815,NA,NA
13.857,956.8643,NA,140543,NA,NA
14.335,862.7859,862.7858,133777,Triacylglycerol,TG 16:0_17:1_18:1
8.13,784.5863,784.5851,133039,Phosphatidylcholine,PC 16:0_20:3
13.354,894.7553,894.7545,132293,Triacylglycerol,TG 16:0_16:1_22:6
13.663,922.7862,922.7858,130846,Triacylglycerol,TG 18:1_18:2_20:4
7.51,828.5509,NA,130342,NA,NA
14.218,892.8332,NA,128275,NA,NA
14.42,907.7728,907.7725,127833,Triacylglycerol,TG 54:3
8.67,734.5705,734.5694,127039,Phosphatidylcholine,PC 16:0_16:0
2.591,496.3404,496.3398,127028,Lysophophatidylcholine,LPC 16:0/0:0
13.755,851.7103,851.7099,124585,Triacylglycerol,TG 50:3
7.67,790.5386,790.5381,122382,Phosphatidylethanolamine,PE 18:1_22:6
14.346,888.8013,888.8015,119063,Triacylglycerol,TG 53:3
8.65,832.5837,NA,112489,NA,NA
13.351,940.8332,NA,111482,NA,NA
7.744,758.57,758.5694,109863,Phosphatidylcholine,PC 16:1_18:1
14.111,968.8651,NA,109561,NA,NA
13.763,890.8163,NA,107623,NA,NA
14.444,934.88,NA,105880,NA,NA
13.769,930.8483,NA,105715,NA,NA
13.386,1016.8651,NA,103558,NA,NA
13.254,844.7395,844.7389,101110,Triacylglycerol,TG 16:1_16:1_18:2
14.117,994.8802,NA,100914,NA,NA
14.55,1000.9281,NA,100306,NA,NA
14.089,929.7571,929.7569,100107,Triacylglycerol,TG 56:6
7.493,782.5692,NA,99425,NA,NA
13.696,896.7709,NA,97649,NA,NA
14.523,974.9065,NA,96479,NA,NA
14.494,890.8169,890.8171,96012,Triacylglycerol,TG 53:2
6.051,449.3606,NA,95384,NA,NA
10.15,698.2555,NA,94361,NA,NA
13.405,951.7416,951.7412,93127,Triacylglycerol,TG 58:9
14.114,903.7418,903.7412,90524,Triacylglycerol,TG 54:5
13.683,992.8643,NA,89735,NA,NA
13.823,903.7408,903.7412,87354,Triacylglycerol,TG 54:5
14.251,853.7259,NA,84835,NA,NA
14.567,988.9257,NA,84798,NA,NA
13.631,927.7417,927.7412,84759,Triacylglycerol,TG 56:7
13.39,966.8481,NA,84598,NA,NA
14.453,824.7712,824.7702,83669,Triacylglycerol,TG 16:0_16:0_16:0
6.995,756.554,756.5538,83070,Phosphatidylcholine,PC 16:1_18:2
13.825,982.8796,NA,82993,NA,NA
13.208,894.7541,NA,82260,NA,NA
7.889,627.5353,NA,81860,NA,NA
13.915,896.7705,896.7702,81380,Triacylglycerol,TG 16:0_16:0_22:6
13.798,820.7393,NA,80959,NA,NA
9.653,788.6171,788.6164,77303,Phosphatidylcholine,PC 18:0_18:1
8.051,766.5377,766.5381,76753,Phosphatidylethanolamine,PE 18:1_20:4
14.165,905.7555,NA,76713,NA,NA
14.333,932.8639,NA,75583,NA,NA
13.883,1018.88,NA,74558,NA,NA
14.491,881.7581,NA,72979,NA,NA
7.382,756.5541,756.5538,72501,Phosphatidylcholine,PC 16:0_18:3
12.813,918.7549,918.7545,70952,Triacylglycerol,TG 16:1_18:2_22:6
14.389,926.8171,926.8171,70718,Triacylglycerol,TG 18:0_18:1_20:4
10.461,813.6849,813.6844,70648,Sphingomyelin,SM d42:2
13.638,901.726,901.7256,69535,Triacylglycerol,TG 54:6
13.415,941.6999,NA,68740,NA,NA
13.249,914.8171,NA,68512,NA,NA
13.641,966.8491,NA,67089,NA,NA
3.763,524.3716,524.3711,65970,Lysophophatidylcholine,LPC 18:0/0:0
11.828,817.6108,NA,65899,NA,NA
14.458,855.7414,855.7412,65669,Triacylglycerol,TG 50:1
6.052,514.4833,NA,65659,NA,NA
8.383,778.5897,NA,64687,NA,NA
13.186,920.7704,NA,64309,NA,NA
7.064,780.5543,780.5538,64056,Phosphatidylcholine,PC 36:5
14.062,860.7708,NA,63576,NA,NA
13.451,1004.864,NA,63491,NA,NA
7.73,830.5676,NA,63399,NA,NA
9.575,788.6167,788.6164,62913,Phosphatidylcholine,PC 36:1
7.94,887.5642,NA,62509,NA,NA
8.139,716.5226,716.5225,62460,Phosphatidylethanolamine,PE 16:0_18:2
14.547,909.7883,909.7882,60174,Triacylglycerol,TG 54:2
12.877,944.7707,944.7702,59803,Triacylglycerol,TG 58:10
9.481,641.5116,NA,59797,NA,NA
13.348,964.8337,NA,59515,NA,NA
13.601,914.8177,NA,58767,NA,NA
9.29,624.2363,NA,58344,NA,NA
13.242,875.7077,875.7099,57815,Triacylglycerol,TG 52:5
10.546,787.6694,787.6688,57402,Sphingomyelin,SM d40:1
7.707,703.5765,703.5749,56170,Sphingomyelin,SM d34:1
7.187,369.3516,NA,55664,NA,NA
7.708,703.5734,703.5749,55334,Sphingomyelin,SM d34:1
9.083,744.554,744.5538,55197,Phosphatidylethanolamine,PE 18:0_18:2
7.944,806.5674,NA,54907,NA,NA
13.289,875.71,875.7099,54857,Triacylglycerol,TG 52:5
12.874,949.7259,949.7256,54696,Triacylglycerol,TG 58:10
8.892,790.5359,NA,54325,NA,NA
13.835,893.6992,NA,53864,NA,NA
14.209,956.8641,NA,53725,NA,NA
13.245,849.6944,849.6943,53476,Triacylglycerol,TG 50:4
13.859,1006.879,NA,53132,NA,NA
7.867,848.5388,NA,52974,NA,NA
14.236,895.7152,NA,52679,NA,NA
13.873,953.7574,953.7569,52634,Triacylglycerol,TG 18:1_18:1_22:6
14.042,930.8483,NA,52566,NA,NA
8.68,850.5553,NA,51799,NA,NA
0.505,273.1212,NA,51793,NA,NA
14.422,998.9111,NA,51790,NA,NA
13.333,899.7102,899.7099,51647,Triacylglycerol,TG 54:7
6.051,427.3783,NA,51561,NA,NA
10.916,772.2738,NA,51183,NA,NA
7.756,836.5442,836.5436,50566,Phosphatidylserine,PS 18:0_22:6
13.244,818.7227,818.7232,49839,Triacylglycerol,TG 14:0_16:1_18:2
14.486,916.8321,916.8328,48783,Triacylglycerol,TG 18:1_18:1_19:1
6.969,806.5682,806.5694,48473,Phosphatidylcholine,PC 18:2_20:4
7.635,786.5053,786.5068,48036,Phosphatidylethanolamine,PE 40:9
14.6,962.9099,NA,48030,NA,NA
